CUSTOMER_ID,ZIP_CODE,TOTAL_VISITS,TOTAL_SPE0T,AVRG_SPE0T_PER_VISIT,HAS_CREDIT_CARD,PSWEATERS,PK0IT_TOPS,PK0IT_DRES,PBLOUSES,PJACKETS,PCAR_P0TS,PCAS_P0TS,PSHIRTS,PDRESSES,PSUITS,POUTERWEAR,PJEWELR1,PFASHIO0,PLEGWEAR,PCOLLSP0D,AMSPE0D,PSSPE0D,CCSPE0D,AXSPE0D,SPE0D_LAST_MO0TH,SPE0D_LAST_3MO0TH,SPE0D_LAST_6MO0TH,SPE0T_LAST_1EAR,GMP,PROMOS_O0_FILE,DA1S_O0_FILE,FREQ_DA1S,MARKDOW0,PRODUCT_CLASSES,COUPO0S,ST1LES,STORES,STORELO1,VALPHO0,WEB,MAILED,RESPO0DED,RESPO0SERATE,LTFREDA1,CLUST1PE,PERCRET,RESP
9955600114505,1462,4,107.21,26.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.22,32.99,0,59.97,15,59.97,0,0.27,5,271,67.75,0.38,2,0,6,2,2611,0,0,0,0,0,67.75,10,0,0
9955600120344,1450,2,158.98,79.49,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,109.98,49,0,89.99,0,89.99,0,0.53,15,685,342.5,0.28,5,1,6,3,2638,1,0,7,0,0,57.08,6,0,0
9955600125936,1450,1,489.93,489.93,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,489.93,0,0,0,489.93,0,0.6,15,468,468,0,4,0,7,1,4665,0,0,6,1,16.67,234,4,0,0
9955600129594,1451,1,99,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0.3,6,269,269,0.5,1,0,2,1,4686,0,0,0,0,0,269,1,0,0
9955600131346,1453,1,140.39,140.39,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,122.39,18,0,0,0,0,0,0.61,16,342,342,0.14,3,0,4,2,2500,1,0,5,0,0,171,4,0,0
9955600134792,1503,8,1250.23,156.27,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,173.24,14.99,1062,0,0,102.23,170.24,0.49,27,586,73.25,0.21,12,2,30,5,2638,1,0,9,3,33.33,26.63,6,0.08,0
9955600136390,1543,10,591.95,59.19,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,431.95,160,0,90.97,0,223.97,39,0.62,19,702,70.2,0.13,8,0,22,4,2638,1,0,10,5,50,22.64,6,0,0
9955600139087,1535,3,538.81,179.6,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,450.82,87.99,0,245.99,245.99,418.81,0,0.66,15,380,126.66,0.03,8,0,19,2,2638,1,0,8,0,0,20,16,0.04,0
9955600139090,1570,1,255.46,255.46,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,249.46,6,0,255.46,0,255.46,0,0.54,8,76,76,0.2,5,0,6,2,2638,1,0,3,0,0,25.33,18,0,0
9955600140731,1532,4,543.24,135.81,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,391.25,151.99,0,322.75,0,322.75,170.99,0.59,22,522,130.5,0.23,11,0,24,2,2638,1,0,10,2,20,32.62,4,0.12,0
9955600142182,1510,9,501.23,55.69,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,457.73,43.5,0,0,0,39.99,116,0.53,20,684,76,0.29,7,1,19,2,2638,1,1,10,5,50,12.66,6,0.27,0
9955600142542,1566,6,577.94,96.32,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,532.96,44.98,0,0,0,577.94,0,0.6,16,518,86.33,0.05,6,0,21,2,2638,1,0,9,2,22.22,37,16,0.04,0
9955600144951,1545,4,405.98,101.49,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,366,39.98,29,0,29,0,0.61,19,362,90.5,0.08,6,0,12,2,4665,0,0,6,2,33.33,51.71,8,0,0
9955600151070,1540,6,459.48,76.58,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,48,411.48,0,0,0,333.48,0,0.63,15,687,114.5,0.1,7,1,16,2,4665,1,0,8,3,37.5,29.86,16,0.12,1
9955600152622,1520,1,114,114,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,16,98,0,0,0,0,0,0.71,12,588,588,0,3,0,3,2,4736,0,0,4,1,25,84,4,0,0
9955600154714,1545,1,83.97,83.97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.97,0,83.97,0,83.97,0,0.48,1,78,78,0.3,1,0,3,1,22,1,0,0,0,0,78,23,0,0
9955600157764,1588,9,870.08,96.67,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,784.59,85.49,0,73,0,620.12,0,0.57,9,265,29.44,0.08,12,0,28,2,2638,1,0,2,0,0,9.46,18,0,1
9955600157887,1545,5,244.87,48.97,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,41.88,202.99,0,28.88,0,28.88,0,0.59,23,563,112.6,0.12,5,0,6,4,4665,1,0,10,2,20,62.55,8,0,0
9955600159283,1588,6,273.98,45.66,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,231.92,42.06,0,0,0,49.99,0,0.58,9,639,106.5,0.19,8,2,15,3,4538,1,0,1,0,0,20.61,22,0.15,0
9955600160081,1569,15,1350.36,90.02,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,15.24,994.69,340.43,215.61,0,626.99,57,0.4,25,693,46.2,0.29,12,3,57,5,4665,1,0,10,5,50,19.25,18,0.06,0
9955600161284,1571,1,96,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,96,0,0,0,0,96,0.43,10,660,660,0.2,2,0,5,1,4665,1,0,4,1,25,220,29,0,0
9955600162825,1527,6,786.9,131.15,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,786.9,0,19.97,0,279.93,0,0.56,28,663,110.5,0.18,14,2,29,3,4538,1,0,10,0,0,39,23,0,0
9955600170284,1520,5,408.93,81.78,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,393.93,15,0,0,0,0,189.97,0.54,18,690,138,0.09,8,0,21,3,2638,1,0,10,2,20,27.6,6,0.08,0
9955600170543,1520,6,241.44,40.24,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,23.99,217.45,0,161.45,35,161.45,0,0.34,7,248,41.33,0.34,3,0,14,3,4665,1,0,0,0,0,19.07,23,0.08,0
9955600172916,1570,1,214.17,214.17,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,11.69,202.48,0,0,0,214.17,0,0.62,6,271,271,0.1,2,1,8,2,4665,1,0,0,0,0,67.75,22,0,0
9955600175447,1532,1,117.99,117.99,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,10,107.99,0,0,0,0,0,0.55,16,364,364,0.07,4,0,4,2,4665,1,0,4,0,0,182,1,0,0
9955600178701,1523,11,1188.33,108.03,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1160.34,27.99,0,0,0,356.43,278.92,0.6,17,500,45.45,0.06,16,0,33,3,2638,1,0,9,5,55.56,17.85,6,0.38,0
9955600185293,1527,2,170.48,85.24,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,170.48,0,0,0,52.98,0,0.31,18,474,237,0.4,4,0,4,1,4665,1,0,9,1,11.11,118.5,18,0,0
9955600185325,1541,2,282.45,141.22,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,15,267.45,0,0,0,49.98,232.47,0.48,19,677,338.5,0.21,6,0,7,3,4665,1,0,6,1,16.67,61.54,6,0,0
9955600189040,1520,6,512.97,85.49,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,492.98,0,19.99,0,0,0,163.99,198,0.57,18,529,88.16,0.07,9,0,14,2,3910,0,0,7,2,28.57,44.08,23,0,0
9955600193584,1522,5,833.96,166.79,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,815.35,18.61,0,0,0,269,127.99,0.58,21,693,138.6,0.18,10,3,26,2,4665,1,0,8,2,25,36.47,6,0,1
9955600195250,1520,1,234.99,234.99,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,234.99,0,0,0,234.99,0,0.63,23,701,701,0,6,0,6,1,4665,1,0,9,1,11.11,33.38,10,0,1
9955600196475,1564,3,243.43,81.14,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,143.46,99.97,0,68.95,0,185.94,0,0.43,6,363,121,0.18,6,0,13,2,2638,1,0,0,0,0,45.37,6,0,0
9955600197072,1588,3,459.98,153.32,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,459.98,0,20.99,0,20.99,0,0.65,17,543,181,0.09,7,0,9,2,4538,1,0,7,1,14.29,90.5,18,0,0
9955600199863,1545,1,232.89,232.89,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49.98,182.91,0,0,0,0,232.89,0.54,20,322,322,0,3,0,5,2,2638,1,0,5,0,0,53.66,4,0,0
9955600202785,95354,4,468.87,117.21,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,176.49,292.38,0,0,0,76.98,133.65,0.48,13,314,78.5,0.23,5,1,7,3,2638,1,0,4,1,25,62.8,17,0,0
9955600207151,3063,3,96.23,32.07,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,6.5,0,89.73,0,0,0,0,0,0.44,7,344,114.66,0.18,9,0,10,3,4665,0,0,0,0,0,57.33,3,0.46,0
9955600208772,1612,10,1163.79,116.37,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,631.94,531.85,0,0,0,574.81,0,0.62,22,607,60.7,0.15,17,4,36,3,4665,1,1,9,3,33.33,20.93,6,0.06,1
9955600210085,1609,5,257.09,51.41,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,7.5,249.59,0,201.6,0,201.6,0,0.59,1,269,53.8,0.19,6,0,11,2,4665,1,0,0,0,0,44.83,32,0.34,0
9955600210603,1606,6,452.46,75.41,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,295.46,157,0,41.99,0,187.98,22.49,0.58,21,691,115.16,0.19,10,3,15,2,2638,1,0,9,3,33.33,24.67,22,0,0
9955600210784,1606,1,182.5,182.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,182.5,0,0,0,182.5,0,0.59,10,610,610,0.2,4,0,8,1,2638,1,0,3,0,0,101.66,10,0,0
9955600211402,1606,5,250.1,50.02,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,150.5,99.6,0,62.95,0,132.16,0,0.23,8,236,47.2,0.27,9,1,17,2,4665,1,0,2,1,50,11.23,20,0,0
9955600211817,1609,3,300.94,100.31,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,300.94,0,83.95,0,201.94,0,0.42,22,546,182,0.33,5,0,11,2,4244,1,0,10,1,10,49.63,1,0,0
9955600211976,1606,12,1562.3,130.19,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,7.44,1554.86,0,255.09,101.12,751.84,212.98,0.55,28,689,57.41,0.27,15,5,45,3,3,1,1,10,6,60,18.13,10,0.02,0
9955600213617,1602,25,2098.7,83.94,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,5,1659.84,433.86,0,164.95,0,1452.66,12.74,0.49,20,685,27.4,0.22,20,1,67,5,3000,1,0,11,8,72.73,5.31,1,0.05,0
9955600216555,1606,17,522,30.7,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,479.41,0,42.59,0,29,29,190.45,202.48,0.33,18,648,38.11,0.29,18,1,33,2,5605,1,0,8,4,50,7.8,10,0.67,1
9955600221212,1607,2,280.98,140.49,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,39.99,0,240.99,0,0,0,240.99,0,0.63,4,266,133,0.06,4,0,5,2,4665,1,0,0,0,0,66.5,15,0,0
9955600228020,1602,2,282.37,141.18,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,224.13,58.24,0,282.37,0,282.37,0,0.49,1,54,27,0.3,4,1,6,2,2638,1,0,0,0,0,3.17,18,0,1
9955600228864,1602,6,352.89,58.81,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,343.4,9.49,0,142.42,29.98,302.91,0,0.42,8,581,96.83,0.34,9,2,18,2,2638,1,0,2,2,100,32.27,8,0,0
9955600229256,1609,1,116.75,116.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,116.75,0,0,0,0,0,0.62,13,608,608,0.14,2,0,3,1,4665,0,0,7,0,0,101.33,34,0,0
9955600231181,1605,2,83.97,41.98,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.97,0,41.99,0,83.97,0,0.27,8,482,241,0.35,2,0,3,1,4665,1,0,0,0,0,160.66,23,0,0
9955600233633,1603,1,79.98,79.98,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.98,0,0,0,0,0,0.59,4,697,697,0.14,1,0,2,1,2638,1,0,0,0,0,116.16,15,0,0
9955600234072,1585,2,127,63.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,59,0,68,0,0,0,59,0,0.63,11,587,293.5,0.18,3,0,4,2,4665,1,0,6,1,16.67,117.4,16,0,0
9955600235826,1605,1,137,137,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,137,0,0,0,137,0,0.68,7,119,119,0,2,0,3,1,4665,1,0,0,0,0,119,39,0,0
9955600237820,1612,2,292.69,146.34,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,184.76,107.93,0,0,0,48.74,243.95,0.5,18,689,344.5,0.12,6,1,9,2,2638,1,0,9,2,22.22,38.27,6,0,1
9955600241722,1606,7,189.08,27.01,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,46.49,142.59,0,59.47,0,114.6,0,0.36,10,369,52.71,0.34,10,0,16,2,5068,1,0,1,0,0,16.04,23,0.2,1
9955600242691,1612,1,240,240,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,157,83,0,0,0,0,0,0.67,7,553,553,0.07,4,0,6,2,1603,0,1,1,0,0,69.12,6,0,0
9955600247191,1603,10,888.87,88.88,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,836.89,51.98,0,266.95,0,412.95,0,0.44,4,264,26.4,0.25,15,0,33,2,2638,1,0,0,0,0,16.5,32,0,0
9955600256696,1757,5,674.42,134.88,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,657.41,17.01,0,28.99,0,579.44,74.99,0.54,17,676,135.2,0.25,10,3,22,2,2664,1,0,5,1,20,52,10,0,0
9955600257011,1721,5,760.48,152.09,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,29,373.25,358.23,78.96,0,760.48,0,0.45,23,180,36,0.16,11,1,26,4,4244,1,0,9,3,33.33,13.84,4,0,1
9955600262015,1748,3,507.98,169.32,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,88,419.98,0,0,0,244.99,0,0.61,19,595,198.33,0.12,6,0,17,3,2812,1,0,9,2,22.22,37.18,1,0,0
9955600268994,1720,31,3450.58,111.3,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,3106.53,59.5,144.6,139.95,529.99,306,1023.4,88.8,0.48,27,558,18,0.33,27,4,113,5,3741,1,0,9,6,66.67,9.14,8,0.17,0
9955600270274,1740,1,184.47,184.47,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,184.47,0,0,0,0,0,0.3,10,267,267,0.38,4,0,5,1,4582,1,0,2,0,0,267,4,0,0
9955600276315,1757,3,422.73,140.91,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,354.73,68,0,280.73,0,280.73,0,0.41,16,634,211.33,0.32,6,0,15,4,2812,1,0,7,1,14.29,48.76,18,0,0
9955600283504,1740,1,145.67,145.67,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,145.67,0,145.67,0,145.67,0,0.3,1,73,73,0.4,4,1,13,1,4686,1,0,0,0,0,73,4,0,0
9955600283526,1741,68,4513.58,66.37,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,421.08,499.38,3593.12,0,572.57,302.25,2400.05,416.42,0.29,30,686,10.08,0.48,28,6,248,9,4686,1,0,11,8,72.73,4.6,1,0.64,1
9955600292403,1748,1,431.35,431.35,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,289.91,141.44,0,0,0,431.35,0,0.48,13,478,478,0,9,0,15,2,2638,1,0,7,0,0,119.5,1,0,0
9955600296522,1720,6,515.21,85.86,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,273.22,241.99,0,121.99,108,121.99,0,0.61,15,289,48.16,0.08,9,0,15,3,4686,1,0,4,1,25,24.08,14,0.07,0
9955600303000,1720,1,88,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0.69,10,202,202,0,1,0,1,1,4686,0,0,2,0,0,202,4,0,0
9955600311900,1867,6,1462.95,243.82,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1419.94,43.01,0,98.97,0,423.97,0,0.65,23,693,115.5,0.13,16,3,40,3,2611,1,0,10,4,40,34.65,3,0.07,1
9955600314677,1810,5,315.49,63.09,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,157.49,158,0,0,0,0,0,0.6,17,433,86.6,0.27,5,0,6,3,2738,0,0,4,0,0,36.08,4,0.29,0
9955600319382,1864,9,971.91,107.99,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,919.74,52.17,0,0,0,52.17,78.99,0.58,22,432,48,0.17,19,0,54,2,2738,1,1,9,4,44.44,21.6,4,0.7,0
9955600324670,1840,2,246.21,123.1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,246.21,0,0,0,17.02,0,0.48,14,283,141.5,0.11,8,0,14,1,4582,1,0,4,1,25,141.5,45,0.28,0
9955600329787,1860,17,1533.13,90.18,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1495.13,38,0,516.73,0,598.72,115.6,0.63,20,693,40.76,0.13,19,3,49,6,2738,1,0,9,5,55.56,10.04,10,0.16,1
9955600331023,1801,1,104.48,104.48,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,104.48,0,0,0,0,0,0.56,7,246,246,0.15,2,0,3,1,4686,0,0,1,0,0,246,12,0,0
9955600331203,1801,2,144.98,72.49,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,75,0,69.98,0,75,75,75,0,0.3,6,449,224.5,0.34,5,0,5,2,3741,1,0,0,0,0,64.14,12,0,1
9955600337562,1876,1,156.49,156.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.49,0,0,0,0,0,0.48,12,701,701,0.38,1,0,5,1,4582,1,0,2,0,0,350.5,4,0,0
9955600338707,1832,3,112.97,37.65,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,112.97,0,0,0,10.49,0,0.53,6,493,164.33,0.13,4,0,4,1,3808,0,0,4,0,0,98.6,20,0,0
9955600341396,1821,9,1339.31,148.81,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1212.36,43.99,82.96,295.81,0,1240.32,0,0.59,12,673,74.77,0.16,10,3,52,4,5117,1,0,7,4,57.14,29.26,15,0.17,0
9955600342397,1803,4,385.52,96.38,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,358.22,27.3,0,300.98,93.98,328.28,0,0.64,18,692,173,0.1,7,1,9,2,2611,1,0,9,0,0,76.88,10,0,0
9955600349983,1810,2,314.11,157.05,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,314.11,0,114.32,0,314.11,0,0.47,7,113,56.5,0.31,7,2,16,2,4582,1,0,1,0,0,6.64,1,0,1
9955600355731,1835,2,138.98,69.49,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,138.98,0,0,0,59,0,0.65,4,272,136,0,3,0,3,1,4582,1,0,1,0,0,136,3,0,0
9955600362975,1826,8,2230.93,278.86,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1875.98,210.99,143.96,357.95,213.99,1155.88,82.48,0.56,23,697,87.12,0.18,17,5,54,3,2738,1,0,10,6,60,22.48,18,0,0
9955600364065,1860,7,116.47,16.63,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,79.97,36.5,0,20,20,34.99,0,0.37,3,362,51.71,0.27,7,0,9,4,4582,0,0,0,0,0,36.2,10,0.57,0
9955600365181,1845,3,646.44,215.48,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,646.44,0,26.48,0,26.48,0,0.62,10,635,211.66,0.08,10,0,17,1,4582,1,0,2,1,50,30.23,1,0.33,0
9955600366643,1844,4,92.73,23.18,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,32,60.73,0,0,0,0,0,0.36,6,362,90.5,0.29,5,0,7,2,4582,1,0,0,0,0,90.5,10,0.43,0
9955600367194,1801,2,341.94,170.97,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,23.97,317.97,0,31.96,31.96,341.94,0,0.64,10,136,68,0.14,6,0,14,4,4686,1,0,1,1,100,22.66,10,0,0
9955600374981,1844,3,456.93,152.31,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,456.93,0,0,0,0,215.24,0.47,24,642,214,0.3,5,1,14,1,4582,1,0,8,1,12.5,32.1,4,0,1
9955600375214,1844,3,78,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63,15,0,0,0,78,0,0.62,2,581,193.66,0.07,2,0,5,2,2738,0,0,0,0,0,145.25,10,0,0
9955600381705,1821,2,139.48,69.74,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,139.48,0,0,0,94.99,0,0.59,8,281,140.5,0.14,5,0,5,1,4686,0,0,0,0,0,140.5,5,0,0
9955600386227,1821,18,4208.64,233.81,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,2089.8,0,2118.84,0,1927.85,468.38,2984.33,0,0.61,25,701,38.94,0.15,16,8,78,2,4686,1,0,9,4,44.44,17.97,11,0.08,0
9955600390954,1810,3,319.99,106.66,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,319.99,0,0,0,68.99,0,0.67,17,467,155.66,0,5,0,6,1,4686,1,0,9,2,22.22,77.83,4,0,0
9955600392282,1860,5,168.99,33.79,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,168.99,0,0,0,168.99,0,0.6,8,581,116.2,0,3,0,3,1,3,1,1,0,0,0,29.05,25,1.29,0
9955600397423,1810,1,114.98,114.98,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,114.98,0,0,0,114.98,0,0.61,9,129,129,0,2,0,2,1,4582,1,0,1,0,0,64.5,1,0,0
9955600398176,1887,3,480.48,160.16,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,32.7,411.45,36.33,0,0,0,480.48,0,0.63,18,391,130.33,0.18,6,2,12,4,1668,1,0,6,2,33.33,48.87,4,0,0
